hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,ADR,Revenue,market_segment,distribution_channel,to_name,company,lead_time,reservation_status_date,Reservation Status
6,Fun Property,15/09/15,2015,Sep,Low Season,IE,20,7,84.69,592.85,Group,TA/TO,ZanziTours,Company A,52,14/09/15,Canceled
5,Loop Property,15/09/15,2015,Sep,Low Season,LT,17,6,77.02,462.14,Leisure,OTA,TO Africa,,180,02/09/15,Confirmed
4,Michamvi Property,15/09/15,2015,Sep,Low Season,CA,18,8,73.49,587.95,Leisure,TA/TO,Sunset Ltd,Company C,71,05/09/15,Confirmed
7,Mwezi Property,15/09/15,2015,Sep,Low Season,DK,22,8,90.07,720.58,Leisure,TA/TO,Sunset Ltd,,163,02/09/15,Confirmed
3,Nur Property,15/09/15,2015,Sep,Low Season,SI,17,8,84.03,672.21,Business,Website,Sunset Ltd,Company C,147,29/08/15,Confirmed
1,Kasha Property,16/09/15,2015,Sep,Low Season,HU,6,2,243.93,487.85,Leisure,Direct,TO Africa,,163,27/08/15,Canceled
2,Casa Property,16/09/15,2015,Sep,Low Season,BG,14,4,77.28,309.11,Group,OTA,Oceanic Travels,Company A,131,13/09/15,No Show
6,Fun Property,16/09/15,2015,Sep,Low Season,RO,20,8,78.71,629.69,Corporate,TA/TO,ZanziTours,Company B,110,07/09/15,Confirmed
5,Loop Property,16/09/15,2015,Sep,Low Season,UK,17,6,72.03,432.21,Business,OTA,Sunset Ltd,Company A,41,28/08/15,Canceled
4,Michamvi Property,16/09/15,2015,Sep,Low Season,BE,18,6,91.58,549.49,Corporate,Direct,Oceanic Travels,,156,08/09/15,Canceled
7,Mwezi Property,16/09/15,2015,Sep,Low Season,AU,22,9,84.73,762.55,Corporate,OTA,TO Africa,,88,22/08/15,Confirmed
3,Nur Property,16/09/15,2015,Sep,Low Season,RO,17,7,89.15,624.02,Business,OTA,Oceanic Travels,Company C,6,18/08/15,Canceled
1,Kasha Property,17/09/15,2015,Sep,Low Season,US,6,2,238.22,476.44,Corporate,OTA,ZanziTours,Company B,148,13/09/15,Confirmed
2,Casa Property,17/09/15,2015,Sep,Low Season,AE,14,4,83.46,333.85,Group,TA/TO,TO Africa,Company A,54,15/09/15,Confirmed
6,Fun Property,17/09/15,2015,Sep,Low Season,FR,20,9,69.32,623.91,Group,TA/TO,ZanziTours,,132,08/09/15,Canceled
5,Loop Property,17/09/15,2015,Sep,Low Season,SI,17,7,82.78,579.47,Leisure,OTA,Sunset Ltd,,37,19/08/15,Canceled
4,Michamvi Property,17/09/15,2015,Sep,Low Season,AT,18,7,82.73,579.11,Leisure,Group,Sunset Ltd,Company C,180,28/08/15,Canceled
7,Mwezi Property,17/09/15,2015,Sep,Low Season,DK,22,10,80.98,809.79,Group,TA/TO,Sunset Ltd,,151,06/09/15,No Show
3,Nur Property,17/09/15,2015,Sep,Low Season,HU,17,8,83.24,665.89,Business,Direct,Oceanic Travels,Company A,15,02/09/15,No Show
1,Kasha Property,18/09/15,2015,Sep,Low Season,LT,6,2,250.23,500.46,Leisure,Website,Oceanic Travels,Company C,51,09/09/15,No Show
2,Casa Property,18/09/15,2015,Sep,Low Season,AT,14,7,85.75,600.23,Group,TA/TO,Oceanic Travels,Company A,100,06/09/15,No Show
6,Fun Property,18/09/15,2015,Sep,Low Season,CN,20,8,81.6,652.77,Group,Direct,Sunset Ltd,Company A,114,10/09/15,No Show
5,Loop Property,18/09/15,2015,Sep,Low Season,LV,17,6,88.04,528.24,Leisure,OTA,ZanziTours,Company B,73,01/09/15,Canceled
4,Michamvi Property,18/09/15,2015,Sep,Low Season,CH,18,6,77.71,466.25,Group,OTA,ZanziTours,Company B,132,03/09/15,Confirmed
7,Mwezi Property,18/09/15,2015,Sep,Low Season,EE,22,7,79.97,559.81,Group,Direct,Oceanic Travels,,92,12/09/15,Canceled
3,Nur Property,18/09/15,2015,Sep,Low Season,FR,17,7,81.28,568.97,Group,Direct,TO Africa,,76,24/08/15,No Show
1,Kasha Property,19/09/15,2015,Sep,Low Season,SK,6,3,230.72,692.16,Corporate,OTA,TO Africa,Company B,109,02/09/15,Canceled
2,Casa Property,19/09/15,2015,Sep,Low Season,CH,14,6,79.09,474.53,Leisure,TA/TO,Sunset Ltd,Company A,85,29/08/15,Confirmed
6,Fun Property,19/09/15,2015,Sep,Low Season,DE,20,8,84.6,676.8,Leisure,OTA,Sunset Ltd,Company A,148,02/09/15,No Show
5,Loop Property,19/09/15,2015,Sep,Low Season,UK,17,7,80.32,562.24,Corporate,TA/TO,Oceanic Travels,Company B,119,12/09/15,No Show
4,Michamvi Property,19/09/15,2015,Sep,Low Season,NL,18,6,82.67,496.01,Corporate,OTA,ZanziTours,,76,25/08/15,Canceled
7,Mwezi Property,19/09/15,2015,Sep,Low Season,RO,22,10,76.71,767.09,Group,OTA,Sunset Ltd,Company A,4,29/08/15,Confirmed
3,Nur Property,19/09/15,2015,Sep,Low Season,BE,17,6,89.08,534.49,Group,OTA,Oceanic Travels,Company C,97,22/08/15,No Show
1,Kasha Property,20/09/15,2015,Sep,Low Season,UK,6,2,240.38,480.76,Leisure,Direct,TO Africa,Company C,10,31/08/15,Confirmed
2,Casa Property,20/09/15,2015,Sep,Low Season,LU,14,5,81.99,409.95,Group,OTA,Oceanic Travels,,35,07/09/15,Confirmed
6,Fun Property,20/09/15,2015,Sep,Low Season,BR,20,8,86.84,694.74,Business,OTA,ZanziTours,,34,19/09/15,Canceled
5,Loop Property,20/09/15,2015,Sep,Low Season,DE,17,7,78.6,550.18,Leisure,OTA,Sunset Ltd,Company C,48,07/09/15,Canceled
4,Michamvi Property,20/09/15,2015,Sep,Low Season,DE,18,8,76.91,615.29,Business,Direct,Oceanic Travels,,132,23/08/15,Confirmed
7,Mwezi Property,20/09/15,2015,Sep,Low Season,CN,22,8,77.39,619.1,Group,Group,TO Africa,Company B,130,14/09/15,Confirmed
3,Nur Property,20/09/15,2015,Sep,Low Season,FR,17,6,77.9,467.43,Leisure,Group,ZanziTours,Company A,52,10/09/15,No Show
1,Kasha Property,21/09/15,2015,Sep,Low Season,DK,6,2,227.1,454.2,Business,TA/TO,TO Africa,Company B,55,15/09/15,No Show
2,Casa Property,21/09/15,2015,Sep,Low Season,AU,14,6,75.11,450.67,Leisure,Website,Oceanic Travels,Company C,32,28/08/15,Confirmed
6,Fun Property,21/09/15,2015,Sep,Low Season,BG,20,7,76.87,538.12,Business,Group,ZanziTours,Company B,8,03/09/15,No Show
5,Loop Property,21/09/15,2015,Sep,Low Season,BR,17,6,82.04,492.27,Business,TA/TO,Sunset Ltd,Company A,1,16/09/15,Canceled
4,Michamvi Property,21/09/15,2015,Sep,Low Season,AT,18,7,76.25,533.75,Corporate,TA/TO,Oceanic Travels,Company C,158,06/09/15,Canceled
7,Mwezi Property,21/09/15,2015,Sep,Low Season,CZ,22,8,77.92,623.35,Leisure,Group,Oceanic Travels,,138,05/09/15,Confirmed
3,Nur Property,21/09/15,2015,Sep,Low Season,BG,17,6,77.98,467.88,Corporate,TA/TO,TO Africa,,160,05/09/15,Canceled
1,Kasha Property,22/09/15,2015,Sep,Low Season,LU,6,2,237.01,474.03,Group,Direct,TO Africa,,37,07/09/15,Canceled
2,Casa Property,22/09/15,2015,Sep,Low Season,HU,14,5,79.11,395.57,Business,OTA,TO Africa,,110,24/08/15,No Show
6,Fun Property,22/09/15,2015,Sep,Low Season,LT,20,8,80.49,643.96,Group,Direct,TO Africa,,47,28/08/15,No Show
5,Loop Property,22/09/15,2015,Sep,Low Season,EE,17,7,73.9,517.27,Group,TA/TO,TO Africa,,173,04/09/15,Canceled
4,Michamvi Property,22/09/15,2015,Sep,Low Season,BE,18,7,89.41,625.85,Group,Corporate,ZanziTours,Company C,35,11/09/15,No Show
7,Mwezi Property,22/09/15,2015,Sep,Low Season,FR,22,10,89.02,890.24,Corporate,Corporate,Oceanic Travels,,158,21/09/15,No Show
3,Nur Property,22/09/15,2015,Sep,Low Season,PL,17,8,76.08,608.63,Corporate,Website,Oceanic Travels,Company A,102,21/09/15,Canceled
1,Kasha Property,23/09/15,2015,Sep,Low Season,HU,6,2,236.31,472.63,Leisure,Direct,Oceanic Travels,,10,02/09/15,Confirmed
2,Casa Property,23/09/15,2015,Sep,Low Season,AE,14,5,82.7,413.52,Group,OTA,Sunset Ltd,Company A,1,29/08/15,No Show
6,Fun Property,23/09/15,2015,Sep,Low Season,AT,20,7,89.92,629.44,Corporate,OTA,Sunset Ltd,Company B,165,13/09/15,No Show
5,Loop Property,23/09/15,2015,Sep,Low Season,UK,17,7,74.33,520.33,Business,OTA,ZanziTours,Company C,171,25/08/15,No Show
4,Michamvi Property,23/09/15,2015,Sep,Low Season,CH,18,6,79.1,474.59,Group,Website,Oceanic Travels,Company C,152,19/09/15,Confirmed
7,Mwezi Property,23/09/15,2015,Sep,Low Season,CA,22,9,80.61,725.48,Group,Website,ZanziTours,Company A,15,18/09/15,Canceled
3,Nur Property,23/09/15,2015,Sep,Low Season,BG,17,7,89.2,624.41,Group,OTA,TO Africa,Company A,91,16/09/15,Canceled
1,Kasha Property,24/09/15,2015,Sep,Low Season,LU,6,2,239.89,479.79,Business,OTA,TO Africa,,69,30/08/15,Confirmed
2,Casa Property,24/09/15,2015,Sep,Low Season,AT,14,5,79.9,399.49,Corporate,Direct,Oceanic Travels,Company A,83,02/09/15,Confirmed
6,Fun Property,24/09/15,2015,Sep,Low Season,DE,20,8,78.56,628.51,Business,TA/TO,TO Africa,Company A,86,08/09/15,Canceled
5,Loop Property,24/09/15,2015,Sep,Low Season,CN,17,6,87.89,527.32,Leisure,OTA,ZanziTours,Company B,106,16/09/15,Confirmed
4,Michamvi Property,24/09/15,2015,Sep,Low Season,BG,18,8,73.84,590.71,Leisure,Group,Sunset Ltd,Company C,122,21/09/15,Confirmed
7,Mwezi Property,24/09/15,2015,Sep,Low Season,AT,22,10,75.75,757.51,Group,OTA,TO Africa,Company C,4,16/09/15,Confirmed
3,Nur Property,24/09/15,2015,Sep,Low Season,CA,17,7,81.82,572.71,Group,TA/TO,TO Africa,Company A,71,05/09/15,Canceled
1,Kasha Property,25/09/15,2015,Sep,Low Season,BE,6,2,248.94,497.88,Corporate,OTA,TO Africa,Company C,39,19/09/15,Confirmed
2,Casa Property,25/09/15,2015,Sep,Low Season,NL,14,5,70.54,352.68,Group,Website,Sunset Ltd,Company B,137,23/09/15,No Show
6,Fun Property,25/09/15,2015,Sep,Low Season,US,20,8,90.7,725.57,Leisure,OTA,Oceanic Travels,Company A,95,28/08/15,No Show
5,Loop Property,25/09/15,2015,Sep,Low Season,CH,17,7,89.53,626.69,Leisure,TA/TO,Sunset Ltd,Company C,81,06/09/15,Confirmed
4,Michamvi Property,25/09/15,2015,Sep,Low Season,IE,18,6,82.78,496.71,Corporate,OTA,TO Africa,Company A,2,23/09/15,No Show
7,Mwezi Property,25/09/15,2015,Sep,Low Season,LT,22,9,83.04,747.38,Business,Direct,Oceanic Travels,Company A,12,06/09/15,No Show
3,Nur Property,25/09/15,2015,Sep,Low Season,LU,17,6,84.56,507.35,Leisure,Direct,ZanziTours,,81,20/09/15,Canceled
1,Kasha Property,26/09/15,2015,Sep,Low Season,IN,6,2,241.43,482.87,Corporate,OTA,Sunset Ltd,Company C,92,17/09/15,No Show
2,Casa Property,26/09/15,2015,Sep,Low Season,NL,14,5,80.05,400.25,Corporate,Direct,Oceanic Travels,,125,06/09/15,No Show
6,Fun Property,26/09/15,2015,Sep,Low Season,SG,20,8,89.77,718.17,Group,Website,TO Africa,,143,16/09/15,No Show
5,Loop Property,26/09/15,2015,Sep,Low Season,IN,17,7,84.5,591.47,Corporate,TA/TO,ZanziTours,,62,28/08/15,Confirmed
4,Michamvi Property,26/09/15,2015,Sep,Low Season,IN,18,6,80.61,483.63,Corporate,Website,TO Africa,,126,21/09/15,No Show
7,Mwezi Property,26/09/15,2015,Sep,Low Season,IE,22,9,69.67,627.04,Leisure,OTA,TO Africa,Company C,160,05/09/15,No Show
3,Nur Property,26/09/15,2015,Sep,Low Season,PL,17,7,78.51,549.58,Business,Direct,TO Africa,,64,27/08/15,No Show
1,Kasha Property,27/09/15,2015,Sep,Low Season,HU,6,2,240.41,480.83,Business,OTA,TO Africa,,179,12/09/15,No Show
2,Casa Property,27/09/15,2015,Sep,Low Season,LT,14,5,73.77,368.86,Corporate,OTA,Sunset Ltd,Company C,80,04/09/15,No Show
6,Fun Property,27/09/15,2015,Sep,Low Season,AU,20,8,79.39,635.12,Corporate,Group,Sunset Ltd,Company A,94,11/09/15,Canceled
5,Loop Property,27/09/15,2015,Sep,Low Season,AT,17,7,85.25,596.76,Leisure,Direct,Oceanic Travels,Company C,49,18/09/15,Confirmed
4,Michamvi Property,27/09/15,2015,Sep,Low Season,NL,18,7,77.08,539.59,Business,Direct,Oceanic Travels,Company C,140,02/09/15,No Show
7,Mwezi Property,27/09/15,2015,Sep,Low Season,LT,22,7,84.88,594.18,Leisure,OTA,Sunset Ltd,Company A,148,30/08/15,Confirmed
3,Nur Property,27/09/15,2015,Sep,Low Season,DK,17,8,84.28,674.28,Leisure,Group,Oceanic Travels,Company A,115,22/09/15,Canceled
1,Kasha Property,28/09/15,2015,Sep,Low Season,DK,6,2,232.75,465.51,Group,TA/TO,Oceanic Travels,,141,13/09/15,No Show
2,Casa Property,28/09/15,2015,Sep,Low Season,BE,14,6,82.69,496.15,Corporate,Direct,Sunset Ltd,Company C,140,16/09/15,No Show
6,Fun Property,28/09/15,2015,Sep,Low Season,AU,20,8,79.98,639.83,Business,OTA,ZanziTours,Company A,42,23/09/15,No Show
5,Loop Property,28/09/15,2015,Sep,Low Season,BR,17,5,87.57,437.86,Corporate,OTA,ZanziTours,Company B,124,03/09/15,No Show
4,Michamvi Property,28/09/15,2015,Sep,Low Season,AU,18,7,80.9,566.32,Business,OTA,ZanziTours,Company B,13,13/09/15,Confirmed
7,Mwezi Property,28/09/15,2015,Sep,Low Season,EE,22,10,91.2,911.99,Corporate,Group,ZanziTours,Company C,80,20/09/15,Canceled
3,Nur Property,28/09/15,2015,Sep,Low Season,DK,17,5,87.72,438.58,Leisure,TA/TO,Sunset Ltd,Company C,146,05/09/15,Confirmed
1,Kasha Property,29/09/15,2015,Sep,Low Season,LT,6,2,253.6,507.19,Corporate,Group,ZanziTours,Company A,107,20/09/15,Confirmed
2,Casa Property,29/09/15,2015,Sep,Low Season,BE,14,6,74.89,449.31,Leisure,Direct,TO Africa,Company B,125,26/09/15,Confirmed
6,Fun Property,29/09/15,2015,Sep,Low Season,DK,20,8,74.78,598.2,Corporate,TA/TO,Sunset Ltd,,24,23/09/15,Confirmed
5,Loop Property,29/09/15,2015,Sep,Low Season,BR,17,7,86.7,606.9,Corporate,Website,Oceanic Travels,Company A,34,05/09/15,Confirmed
4,Michamvi Property,29/09/15,2015,Sep,Low Season,AE,18,8,82.19,657.51,Leisure,TA/TO,Sunset Ltd,Company B,72,25/09/15,No Show
7,Mwezi Property,29/09/15,2015,Sep,Low Season,BR,22,11,90.16,991.75,Leisure,OTA,TO Africa,Company C,110,25/09/15,No Show
3,Nur Property,29/09/15,2015,Sep,Low Season,LV,17,8,80.29,642.28,Business,Website,TO Africa,,110,20/09/15,Canceled
1,Kasha Property,30/09/15,2015,Sep,Low Season,HU,6,2,239.42,478.85,Group,Website,Sunset Ltd,Company B,165,03/09/15,Canceled
2,Casa Property,30/09/15,2015,Sep,Low Season,SK,14,5,80.67,403.36,Business,Website,Oceanic Travels,Company B,49,03/09/15,No Show
6,Fun Property,30/09/15,2015,Sep,Low Season,AE,20,8,80.51,644.1,Corporate,Group,Oceanic Travels,,127,13/09/15,Canceled
5,Loop Property,30/09/15,2015,Sep,Low Season,NL,17,7,85.52,598.62,Group,Group,ZanziTours,Company B,93,02/09/15,Canceled
4,Michamvi Property,30/09/15,2015,Sep,Low Season,NL,18,6,84.41,506.44,Corporate,Website,ZanziTours,Company A,54,12/09/15,No Show
7,Mwezi Property,30/09/15,2015,Sep,Low Season,SG,22,8,76.49,611.88,Corporate,OTA,Sunset Ltd,Company A,53,01/09/15,Confirmed
3,Nur Property,30/09/15,2015,Sep,Low Season,UK,17,7,82.05,574.36,Leisure,Direct,TO Africa,,110,13/09/15,Canceled
1,Kasha Property,01/10/15,2015,Oct,Peak Season,IE,6,5,418.17,2090.86,Leisure,Direct,ZanziTours,Company A,3,15/09/15,Confirmed
2,Casa Property,01/10/15,2015,Oct,Peak Season,DK,14,12,133.56,1602.68,Corporate,TA/TO,Oceanic Travels,,28,17/09/15,Confirmed
6,Fun Property,01/10/15,2015,Oct,Peak Season,HU,20,16,132.11,2113.74,Leisure,TA/TO,TO Africa,Company B,113,21/09/15,No Show
5,Loop Property,01/10/15,2015,Oct,Peak Season,CN,17,15,140.61,2109.16,Group,OTA,Sunset Ltd,Company B,19,29/09/15,Confirmed
4,Michamvi Property,01/10/15,2015,Oct,Peak Season,US,18,15,138.05,2070.74,Group,Group,TO Africa,Company B,136,03/09/15,Canceled
7,Mwezi Property,01/10/15,2015,Oct,Peak Season,CH,22,20,137.88,2757.66,Leisure,TA/TO,Sunset Ltd,,100,18/09/15,No Show
3,Nur Property,01/10/15,2015,Oct,Peak Season,FR,17,15,136.05,2040.74,Group,Direct,TO Africa,Company A,9,07/09/15,Canceled
1,Kasha Property,02/10/15,2015,Oct,Peak Season,FR,6,5,397.24,1986.22,Corporate,TA/TO,ZanziTours,Company A,5,01/10/15,Confirmed
2,Casa Property,02/10/15,2015,Oct,Peak Season,LT,14,12,137.97,1655.63,Business,TA/TO,Oceanic Travels,Company A,86,26/09/15,Confirmed
6,Fun Property,02/10/15,2015,Oct,Peak Season,IN,20,16,128.7,2059.18,Leisure,Website,TO Africa,Company B,59,17/09/15,Confirmed
5,Loop Property,02/10/15,2015,Oct,Peak Season,BE,17,16,136.32,2181.11,Corporate,Group,ZanziTours,Company A,110,24/09/15,No Show
4,Michamvi Property,02/10/15,2015,Oct,Peak Season,DK,18,15,141.4,2121,Group,TA/TO,TO Africa,Company C,159,02/09/15,Canceled
7,Mwezi Property,02/10/15,2015,Oct,Peak Season,HU,22,20,142.65,2852.98,Leisure,OTA,ZanziTours,Company C,161,27/09/15,Confirmed
3,Nur Property,02/10/15,2015,Oct,Peak Season,UK,17,15,121.22,1818.28,Leisure,Group,ZanziTours,Company C,118,12/09/15,Canceled
1,Kasha Property,03/10/15,2015,Oct,Peak Season,CH,6,5,396.95,1984.73,Business,Group,Oceanic Travels,Company A,155,27/09/15,Confirmed
2,Casa Property,03/10/15,2015,Oct,Peak Season,RO,14,13,144.12,1873.53,Corporate,OTA,ZanziTours,,2,08/09/15,Canceled
6,Fun Property,03/10/15,2015,Oct,Peak Season,LU,20,17,144.35,2453.98,Group,Group,ZanziTours,,54,18/09/15,Canceled
5,Loop Property,03/10/15,2015,Oct,Peak Season,CH,17,14,139.87,1958.13,Leisure,TA/TO,Sunset Ltd,Company C,13,27/09/15,Canceled
4,Michamvi Property,03/10/15,2015,Oct,Peak Season,AT,18,17,130.38,2216.49,Corporate,Direct,Oceanic Travels,,168,14/09/15,No Show
7,Mwezi Property,03/10/15,2015,Oct,Peak Season,DE,22,20,124.75,2494.96,Business,TA/TO,ZanziTours,,53,29/09/15,Canceled
3,Nur Property,03/10/15,2015,Oct,Peak Season,CZ,17,15,129.52,1942.87,Business,Group,Sunset Ltd,Company B,20,03/09/15,Canceled
1,Kasha Property,04/10/15,2015,Oct,Peak Season,AT,6,5,409.35,2046.73,Leisure,Website,Oceanic Travels,,162,03/10/15,Confirmed
2,Casa Property,04/10/15,2015,Oct,Peak Season,BE,14,12,143.45,1721.38,Group,Website,ZanziTours,Company B,165,04/09/15,No Show
6,Fun Property,04/10/15,2015,Oct,Peak Season,RO,20,19,139.72,2654.71,Corporate,Website,TO Africa,,59,22/09/15,Canceled
5,Loop Property,04/10/15,2015,Oct,Peak Season,HU,17,15,133.88,2008.21,Group,Group,ZanziTours,,155,25/09/15,Canceled
4,Michamvi Property,04/10/15,2015,Oct,Peak Season,DK,18,17,137.6,2339.19,Corporate,TA/TO,Oceanic Travels,,87,06/09/15,No Show
7,Mwezi Property,04/10/15,2015,Oct,Peak Season,DE,22,20,142.06,2841.27,Corporate,Group,ZanziTours,Company A,137,04/09/15,Canceled
3,Nur Property,04/10/15,2015,Oct,Peak Season,IE,17,16,131.31,2100.93,Corporate,TA/TO,Sunset Ltd,Company B,93,21/09/15,No Show
1,Kasha Property,05/10/15,2015,Oct,Peak Season,JP,6,5,393.65,1968.23,Corporate,TA/TO,ZanziTours,Company B,122,21/09/15,Canceled
2,Casa Property,05/10/15,2015,Oct,Peak Season,US,14,12,127.48,1529.72,Corporate,OTA,TO Africa,,7,15/09/15,No Show
6,Fun Property,05/10/15,2015,Oct,Peak Season,LT,20,16,130.48,2087.66,Group,OTA,ZanziTours,,19,17/09/15,Confirmed
5,Loop Property,05/10/15,2015,Oct,Peak Season,BG,17,14,127.14,1779.92,Leisure,Direct,Sunset Ltd,,113,03/10/15,Confirmed
4,Michamvi Property,05/10/15,2015,Oct,Peak Season,IE,18,16,136.11,2177.77,Business,TA/TO,TO Africa,Company B,132,19/09/15,Canceled
7,Mwezi Property,05/10/15,2015,Oct,Peak Season,NL,22,18,126.75,2281.54,Business,Direct,Oceanic Travels,Company C,52,10/09/15,Canceled
3,Nur Property,05/10/15,2015,Oct,Peak Season,DK,17,14,148.06,2072.84,Group,Direct,ZanziTours,Company B,180,01/10/15,Canceled
1,Kasha Property,06/10/15,2015,Oct,Peak Season,ZA,6,5,379.28,1896.42,Business,Direct,Sunset Ltd,Company B,149,12/09/15,Confirmed
2,Casa Property,06/10/15,2015,Oct,Peak Season,UK,14,12,138.32,1659.88,Business,TA/TO,Sunset Ltd,Company A,89,03/10/15,Confirmed
6,Fun Property,06/10/15,2015,Oct,Peak Season,LU,20,17,135.04,2295.62,Group,Corporate,Sunset Ltd,Company C,78,03/10/15,Canceled
5,Loop Property,06/10/15,2015,Oct,Peak Season,SG,17,14,142.61,1996.5,Group,TA/TO,Oceanic Travels,Company B,155,11/09/15,No Show
4,Michamvi Property,06/10/15,2015,Oct,Peak Season,JP,18,15,136.04,2040.61,Leisure,OTA,ZanziTours,Company B,98,05/10/15,No Show
7,Mwezi Property,06/10/15,2015,Oct,Peak Season,HU,22,20,143.65,2872.9,Corporate,Corporate,ZanziTours,Company C,98,23/09/15,No Show
3,Nur Property,06/10/15,2015,Oct,Peak Season,CA,17,14,140.94,1973.16,Corporate,OTA,TO Africa,,18,18/09/15,No Show
1,Kasha Property,07/10/15,2015,Oct,Peak Season,AT,6,5,379.18,1895.91,Leisure,Website,TO Africa,,16,09/09/15,Confirmed
2,Casa Property,07/10/15,2015,Oct,Peak Season,CH,14,12,131.2,1574.41,Leisure,OTA,Sunset Ltd,Company A,28,22/09/15,Confirmed
6,Fun Property,07/10/15,2015,Oct,Peak Season,ZA,20,19,125.97,2393.43,Group,OTA,Oceanic Travels,,129,25/09/15,Canceled
5,Loop Property,07/10/15,2015,Oct,Peak Season,LU,17,15,140.26,2103.92,Group,Corporate,ZanziTours,Company B,32,05/10/15,Confirmed
4,Michamvi Property,07/10/15,2015,Oct,Peak Season,CZ,18,15,137.6,2063.94,Leisure,Website,TO Africa,Company B,93,04/10/15,Canceled
7,Mwezi Property,07/10/15,2015,Oct,Peak Season,SK,22,19,133.8,2542.16,Business,OTA,Oceanic Travels,Company B,154,29/09/15,Canceled
3,Nur Property,07/10/15,2015,Oct,Peak Season,IE,17,14,130.95,1833.36,Group,OTA,TO Africa,Company C,16,19/09/15,Confirmed
1,Kasha Property,08/10/15,2015,Oct,Peak Season,SK,6,4,390.38,1561.52,Leisure,Group,ZanziTours,,74,09/09/15,Confirmed
2,Casa Property,08/10/15,2015,Oct,Peak Season,AT,14,13,135.95,1767.32,Business,TA/TO,Oceanic Travels,Company C,123,09/09/15,Confirmed
6,Fun Property,08/10/15,2015,Oct,Peak Season,DE,20,18,125.45,2258.02,Business,OTA,Oceanic Travels,,48,29/09/15,Confirmed
5,Loop Property,08/10/15,2015,Oct,Peak Season,DE,17,14,145.63,2038.76,Corporate,TA/TO,Oceanic Travels,Company B,46,04/10/15,Confirmed
4,Michamvi Property,08/10/15,2015,Oct,Peak Season,CH,18,16,147.01,2352.11,Business,OTA,ZanziTours,Company A,156,12/09/15,No Show
7,Mwezi Property,08/10/15,2015,Oct,Peak Season,LU,22,19,142.6,2709.36,Group,OTA,TO Africa,,73,29/09/15,Canceled
3,Nur Property,08/10/15,2015,Oct,Peak Season,RO,17,16,138.31,2212.88,Leisure,Group,Oceanic Travels,Company C,26,09/09/15,No Show
1,Kasha Property,09/10/15,2015,Oct,Peak Season,HU,6,5,407.49,2037.43,Business,Corporate,TO Africa,Company A,136,14/09/15,Canceled
2,Casa Property,09/10/15,2015,Oct,Peak Season,NL,14,12,132.81,1593.67,Corporate,Direct,TO Africa,,134,15/09/15,No Show
6,Fun Property,09/10/15,2015,Oct,Peak Season,EE,20,17,131.43,2234.25,Corporate,OTA,Sunset Ltd,Company A,108,06/10/15,Confirmed
5,Loop Property,09/10/15,2015,Oct,Peak Season,EE,17,15,127.91,1918.66,Group,OTA,ZanziTours,Company C,27,07/10/15,Canceled
4,Michamvi Property,09/10/15,2015,Oct,Peak Season,SK,18,15,137.16,2057.36,Leisure,TA/TO,TO Africa,Company B,21,08/10/15,No Show
7,Mwezi Property,09/10/15,2015,Oct,Peak Season,PL,22,19,133.55,2537.54,Corporate,TA/TO,ZanziTours,Company A,135,05/10/15,No Show
3,Nur Property,09/10/15,2015,Oct,Peak Season,LT,17,15,132.56,1988.34,Leisure,TA/TO,Sunset Ltd,Company B,51,25/09/15,Canceled
1,Kasha Property,10/10/15,2015,Oct,Peak Season,DE,6,5,405.9,2029.51,Corporate,OTA,TO Africa,,43,24/09/15,Confirmed
2,Casa Property,10/10/15,2015,Oct,Peak Season,FR,14,12,124.32,1491.83,Business,TA/TO,ZanziTours,Company A,143,24/09/15,Canceled
6,Fun Property,10/10/15,2015,Oct,Peak Season,JP,20,17,142.85,2428.37,Leisure,OTA,ZanziTours,Company C,92,11/09/15,No Show
5,Loop Property,10/10/15,2015,Oct,Peak Season,BE,17,16,136.79,2188.6,Corporate,OTA,Sunset Ltd,Company A,5,18/09/15,No Show
4,Michamvi Property,10/10/15,2015,Oct,Peak Season,CH,18,16,130.58,2089.27,Business,OTA,ZanziTours,Company B,60,14/09/15,Canceled
7,Mwezi Property,10/10/15,2015,Oct,Peak Season,NL,22,20,133.19,2663.89,Business,Group,ZanziTours,Company B,122,22/09/15,Canceled
3,Nur Property,10/10/15,2015,Oct,Peak Season,CN,17,14,123.85,1733.93,Leisure,Direct,TO Africa,,53,04/10/15,Confirmed
1,Kasha Property,11/10/15,2015,Oct,Peak Season,LU,6,5,390.71,1953.55,Business,TA/TO,Oceanic Travels,,162,01/10/15,No Show
2,Casa Property,11/10/15,2015,Oct,Peak Season,JP,14,13,135.94,1767.25,Leisure,Website,Oceanic Travels,Company A,55,12/09/15,Confirmed
6,Fun Property,11/10/15,2015,Oct,Peak Season,BR,20,16,136.37,2181.95,Corporate,Group,Sunset Ltd,Company C,120,09/10/15,Canceled
5,Loop Property,11/10/15,2015,Oct,Peak Season,SI,17,14,125.89,1762.52,Business,Website,ZanziTours,,129,07/10/15,Canceled
4,Michamvi Property,11/10/15,2015,Oct,Peak Season,CH,18,16,137.11,2193.69,Group,Group,ZanziTours,Company A,154,07/10/15,No Show
7,Mwezi Property,11/10/15,2015,Oct,Peak Season,SK,22,19,139.07,2642.25,Corporate,OTA,ZanziTours,Company C,83,19/09/15,Confirmed
